HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.uid,Input.url,Input.screenshot,Input.title,Input.description,Input.class,Input.bin,Answer.taskAnswers,Approve,Reject
37Y5RYYI0PQA5709X7TPHPO0B2WXSU,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3ZDAD0O1T2YE6RAIC93GGEGE97VXTX,A681XM15AN28F,Approved,Thu Jun 03 21:59:18 PDT 2021,Thu Jun 03 21:59:42 PDT 2021,Sun Jun 06 21:59:42 PDT 2021,Sun Jun 06 22:00:21 PDT 2021,,,24,100% (481/481),0% (0/0),0% (0/0),1285033,www.fincaelmoro.com,1285033.jpeg,Our Story  Finca el Moro,"Finca el Moro  Holidays in Andalucia. Yoga, Riding and Walking in rural Spain. Beautiful location, a peaceful escape. Where the world is quiet.",8,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
37Y5RYYI0PQA5709X7TPHPO0B2WXSU,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3QAPZX2QN5YCP2AUQIUD6DKDZON207,ARFAW0SGYEMFL,Approved,Fri Jun 04 09:10:51 PDT 2021,Fri Jun 04 09:14:19 PDT 2021,Mon Jun 07 09:14:19 PDT 2021,Mon Jun 07 09:14:27 PDT 2021,,,208,100% (512/512),0% (0/0),0% (0/0),1285033,www.fincaelmoro.com,1285033.jpeg,Our Story  Finca el Moro,"Finca el Moro  Holidays in Andalucia. Yoga, Riding and Walking in rural Spain. Beautiful location, a peaceful escape. Where the world is quiet.",8,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
338GLSUI43WT5L9OXDN3BIOT7X0FSL,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3FIJLY1B6VPZEDQQVYOA5XFAG06FPD,AMG9Y1YLBTKIV,Approved,Fri Jun 04 09:25:06 PDT 2021,Fri Jun 04 09:55:15 PDT 2021,Mon Jun 07 09:55:15 PDT 2021,Mon Jun 07 09:55:27 PDT 2021,,,1809,100% (424/424),0% (0/0),0% (0/0),1142126,www.cfa.vic.gov.au,1142126.jpeg,Country Fire Authority  Country Fire Authority,"CFA (Country Fire Authority) is a volunteer and community based fire and emergency services organisation. We help protect 3.3 million Victorians, and more than one million homes and properties across the state.",13,0,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
338GLSUI43WT5L9OXDN3BIOT7X0FSL,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3MB8LZR5BGEK3E364HM04TYVJNWKLY,AXQWKUJF7SQXP,Approved,Fri Jun 04 10:10:21 PDT 2021,Fri Jun 04 10:11:39 PDT 2021,Mon Jun 07 10:11:39 PDT 2021,Mon Jun 07 10:12:27 PDT 2021,,,78,100% (407/407),0% (0/0),0% (0/0),1142126,www.cfa.vic.gov.au,1142126.jpeg,Country Fire Authority  Country Fire Authority,"CFA (Country Fire Authority) is a volunteer and community based fire and emergency services organisation. We help protect 3.3 million Victorians, and more than one million homes and properties across the state.",13,0,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""YES"",""category-12"":""YES"",""category-13"":""YES"",""category-2"":""YES"",""category-3"":""YES"",""category-4"":""YES"",""category-5"":""YES"",""category-6"":""YES"",""category-7"":""YES"",""category-8"":""YES"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
338GLSUI43WT5L9OXDN3BIOT7X0FSL,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3X87C8JFV7WTIUWR1V3YC1OZAN2QSG,A681XM15AN28F,Approved,Fri Jun 04 11:11:47 PDT 2021,Fri Jun 04 11:12:43 PDT 2021,Mon Jun 07 11:12:43 PDT 2021,Mon Jun 07 11:13:27 PDT 2021,,,56,100% (481/481),0% (0/0),0% (0/0),1142126,www.cfa.vic.gov.au,1142126.jpeg,Country Fire Authority  Country Fire Authority,"CFA (Country Fire Authority) is a volunteer and community based fire and emergency services organisation. We help protect 3.3 million Victorians, and more than one million homes and properties across the state.",13,0,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
32PT7WK7DM0SNKADGSRCFADW34LD3G,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,33PPUNGG39QQV7X592M6DKV7TNYZRN,ARFAW0SGYEMFL,Approved,Fri Jun 04 06:35:28 PDT 2021,Fri Jun 04 06:36:52 PDT 2021,Mon Jun 07 06:36:52 PDT 2021,Mon Jun 07 06:37:27 PDT 2021,,,84,100% (512/512),0% (0/0),0% (0/0),1823418,www.churchofalice.org,1823418.jpeg,,,4,2,"[{""category-0"":""UNSURE"",""category-1"":""UNSURE"",""category-10"":""UNSURE"",""category-11"":""UNSURE"",""category-12"":""UNSURE"",""category-13"":""UNSURE"",""category-2"":""UNSURE"",""category-3"":""UNSURE"",""category-4"":""UNSURE"",""category-5"":""UNSURE"",""category-6"":""UNSURE"",""category-7"":""UNSURE"",""category-8"":""UNSURE"",""category-9"":""UNSURE"",""offline"":{""on"":true}}]",,
32PT7WK7DM0SNKADGSRCFADW34LD3G,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3MHW492WW1YIP7F33X1M6FO1ZPDMV6,AXQWKUJF7SQXP,Approved,Fri Jun 04 08:48:31 PDT 2021,Fri Jun 04 08:59:09 PDT 2021,Mon Jun 07 08:59:09 PDT 2021,Mon Jun 07 08:59:27 PDT 2021,,,638,100% (407/407),0% (0/0),0% (0/0),1823418,www.churchofalice.org,1823418.jpeg,,,4,2,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
32PT7WK7DM0SNKADGSRCFADW34LD3G,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3ZPBJO59KQMA3CE6LFLF8OAYIXYDHF,AMG9Y1YLBTKIV,Approved,Fri Jun 04 11:24:10 PDT 2021,Fri Jun 04 11:24:39 PDT 2021,Mon Jun 07 11:24:39 PDT 2021,Mon Jun 07 11:25:27 PDT 2021,,,29,100% (424/424),0% (0/0),0% (0/0),1823418,www.churchofalice.org,1823418.jpeg,,,4,2,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3OYHVNTV5TJPNF99R7XR7Q6XI4EKOV,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3UN61F00HXASOTDG2EFQOGOCSM25RU,A1J8TVICSRC70W,Approved,Thu Jun 03 15:37:47 PDT 2021,Thu Jun 03 15:38:05 PDT 2021,Sun Jun 06 15:38:05 PDT 2021,Sun Jun 06 15:38:11 PDT 2021,,,18,100% (35/35),0% (0/0),0% (0/0),1131345,www.backworking.co.uk,1131345.jpeg,Backworking Osteopathic Practice,"Friendly osteopathic practice in Barnsbury & Highbury, Islington London N1, specialising in migraines, and coccyx pain. Emily Alexander, Osteopath at the Backworking Osteopathic Practice is registered with the General Osteopathic Council (GOsC) and is a registered member of the British Osteopathic Association (BOA).",4,3,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3OYHVNTV5TJPNF99R7XR7Q6XI4EKOV,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,33CUSNVVNOX5T6HM13GT9J3Y4L388D,AMG9Y1YLBTKIV,Approved,Thu Jun 03 22:19:54 PDT 2021,Thu Jun 03 22:20:23 PDT 2021,Sun Jun 06 22:20:23 PDT 2021,Sun Jun 06 22:21:21 PDT 2021,,,29,100% (424/424),0% (0/0),0% (0/0),1131345,www.backworking.co.uk,1131345.jpeg,Backworking Osteopathic Practice,"Friendly osteopathic practice in Barnsbury & Highbury, Islington London N1, specialising in migraines, and coccyx pain. Emily Alexander, Osteopath at the Backworking Osteopathic Practice is registered with the General Osteopathic Council (GOsC) and is a registered member of the British Osteopathic Association (BOA).",4,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3OYHVNTV5TJPNF99R7XR7Q6XI4EKOV,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3MAOD8E57RVGBE5YFDH47FAMKPVXNI,A2TUNPP2GOQ1N3,Approved,Fri Jun 04 02:44:45 PDT 2021,Fri Jun 04 02:48:01 PDT 2021,Mon Jun 07 02:48:01 PDT 2021,Mon Jun 07 02:48:29 PDT 2021,,,196,100% (92/92),0% (0/0),0% (0/0),1131345,www.backworking.co.uk,1131345.jpeg,Backworking Osteopathic Practice,"Friendly osteopathic practice in Barnsbury & Highbury, Islington London N1, specialising in migraines, and coccyx pain. Emily Alexander, Osteopath at the Backworking Osteopathic Practice is registered with the General Osteopathic Council (GOsC) and is a registered member of the British Osteopathic Association (BOA).",4,3,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
356ZPKYPUH22SKARAMBX5YQYQOJPYC,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3U84XHCDIDYJU1V7YQQT5RKX17XZ4J,A38DC3BG1ZCVZ2,Approved,Thu Jun 03 17:20:10 PDT 2021,Thu Jun 03 17:21:14 PDT 2021,Sun Jun 06 17:21:14 PDT 2021,Sun Jun 06 17:21:19 PDT 2021,,,64,95% (123/129),0% (0/0),0% (0/0),1756480,www.jscimath.org,1756480.jpeg,J. Sci. Math.  Journal,,12,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
356ZPKYPUH22SKARAMBX5YQYQOJPYC,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3PMBY0YE28O7JEQ9N72CB1USEK89CF,A681XM15AN28F,Approved,Fri Jun 04 10:25:02 PDT 2021,Fri Jun 04 10:26:12 PDT 2021,Mon Jun 07 10:26:12 PDT 2021,Mon Jun 07 10:26:27 PDT 2021,,,70,100% (481/481),0% (0/0),0% (0/0),1756480,www.jscimath.org,1756480.jpeg,J. Sci. Math.  Journal,,12,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
356ZPKYPUH22SKARAMBX5YQYQOJPYC,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,34FNN24DCNU1LUP2G97KWCH9VC95YU,A3KPQ7L5FS8SD6,Approved,Fri Jun 04 10:43:47 PDT 2021,Fri Jun 04 10:44:39 PDT 2021,Mon Jun 07 10:44:39 PDT 2021,Mon Jun 07 10:45:27 PDT 2021,,,52,100% (33/33),0% (0/0),0% (0/0),1756480,www.jscimath.org,1756480.jpeg,J. Sci. Math.  Journal,,12,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
3Z3R5YC0P38UKLM3MDSTLNKF9GEFTA,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3NC5L260MP7HTDEPGYBVGXAK6UDOF6,A2TUNPP2GOQ1N3,Approved,Thu Jun 03 20:03:23 PDT 2021,Thu Jun 03 20:04:59 PDT 2021,Sun Jun 06 20:04:59 PDT 2021,Sun Jun 06 20:05:21 PDT 2021,,,96,100% (92/92),0% (0/0),0% (0/0),1114312,www.dutchblitz.com,1114312.jpeg,Dutch Blitz® A Vonderful Goot Game,,13,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""YES"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3Z3R5YC0P38UKLM3MDSTLNKF9GEFTA,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3EFE17QCRDQG51XOI5G43NWYJY4HS5,A3GNQDFPZALU92,Approved,Thu Jun 03 23:33:06 PDT 2021,Thu Jun 03 23:33:56 PDT 2021,Sun Jun 06 23:33:56 PDT 2021,Sun Jun 06 23:34:22 PDT 2021,,,50,100% (161/161),0% (0/0),0% (0/0),1114312,www.dutchblitz.com,1114312.jpeg,Dutch Blitz® A Vonderful Goot Game,,13,1,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""YES"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""YES"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3Z3R5YC0P38UKLM3MDSTLNKF9GEFTA,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3DHE4R9OCXW906LF4KJGR57T64T2GP,A681XM15AN28F,Approved,Thu Jun 03 23:38:09 PDT 2021,Thu Jun 03 23:39:00 PDT 2021,Sun Jun 06 23:39:00 PDT 2021,Sun Jun 06 23:39:22 PDT 2021,,,51,100% (481/481),0% (0/0),0% (0/0),1114312,www.dutchblitz.com,1114312.jpeg,Dutch Blitz® A Vonderful Goot Game,,13,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""YES"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
362E9TQF2HBAP72N3LZ7P1IIZEYIGV,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3Q8GYXHFEQNOIROXKHPVZLPQSMHC5F,A1NF6PELRKACS9,Approved,Thu Jun 03 20:21:30 PDT 2021,Thu Jun 03 20:22:11 PDT 2021,Sun Jun 06 20:22:11 PDT 2021,Sun Jun 06 20:22:21 PDT 2021,,,41,100% (71/71),0% (0/0),0% (0/0),1769153,www.healthwisecoffee.com,1769153.jpeg,Low Acid Coffee for Sale Online  HealthWise Coffee,"HealthWise is a roaster and marketer of coffees low in acid, high in minerals and micronutrients, without bitterness or harshness. Visit our website today.",4,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
362E9TQF2HBAP72N3LZ7P1IIZEYIGV,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,39DD6S19JQW1M3S0NW26EDWOEX9EZO,AE03LUY7RH400,Approved,Thu Jun 03 22:36:45 PDT 2021,Thu Jun 03 22:37:45 PDT 2021,Sun Jun 06 22:37:45 PDT 2021,Sun Jun 06 22:38:22 PDT 2021,,,60,100% (306/306),0% (0/0),0% (0/0),1769153,www.healthwisecoffee.com,1769153.jpeg,Low Acid Coffee for Sale Online  HealthWise Coffee,"HealthWise is a roaster and marketer of coffees low in acid, high in minerals and micronutrients, without bitterness or harshness. Visit our website today.",4,1,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""YES"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""YES"",""category-6"":""YES"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
362E9TQF2HBAP72N3LZ7P1IIZEYIGV,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3WSELTNVR4N2AE2P1ZB2W65G8MSATC,A681XM15AN28F,Approved,Thu Jun 03 23:20:32 PDT 2021,Thu Jun 03 23:21:10 PDT 2021,Sun Jun 06 23:21:10 PDT 2021,Sun Jun 06 23:21:22 PDT 2021,,,38,100% (481/481),0% (0/0),0% (0/0),1769153,www.healthwisecoffee.com,1769153.jpeg,Low Acid Coffee for Sale Online  HealthWise Coffee,"HealthWise is a roaster and marketer of coffees low in acid, high in minerals and micronutrients, without bitterness or harshness. Visit our website today.",4,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3RHLQY6EDTPD5GTHG6WVPF52H4HD41,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,34V1S5K3GTMI3XH8DGP9P12IIWQ96C,A3HW4QDJB63OQ2,Approved,Thu Jun 03 20:44:10 PDT 2021,Thu Jun 03 20:44:32 PDT 2021,Sun Jun 06 20:44:32 PDT 2021,Sun Jun 06 20:45:21 PDT 2021,,,22,100% (227/227),0% (0/0),0% (0/0),1789788,www.horsetrak.com,1789788.jpeg,HorseTrak  Management Software,,3,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3RHLQY6EDTPD5GTHG6WVPF52H4HD41,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3AQF3RZ5593R478LG2P1ZXOTLUOF6D,A681XM15AN28F,Approved,Thu Jun 03 21:52:09 PDT 2021,Thu Jun 03 21:52:49 PDT 2021,Sun Jun 06 21:52:49 PDT 2021,Sun Jun 06 21:53:21 PDT 2021,,,40,100% (481/481),0% (0/0),0% (0/0),1789788,www.horsetrak.com,1789788.jpeg,HorseTrak  Management Software,,3,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""YES"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
