wid,url,Arts,Business,Computers,Games,Health,Home,Kids_and_Teens,News,Recreation,Reference,Science,Shopping,Society,Sports
720715,www.cmu.edu,1,1,1,0,0,0,0,0,0,1,1,0,0,0
789286,www.blecorp.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0
817322,www.studionove.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215318,www.raffaellocortina.it,1,0,0,0,1,0,0,0,0,1,1,0,1,0
820675,www.russellspecans.com,0,1,0,0,0,1,0,0,1,0,0,1,0,0
672706,www.milliondollarbabies.com,1,0,0,0,0,0,0,0,1,1,0,1,1,0
102150,zaytung.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0
694669,www.les-carmes-haut-brion.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
121493,www.elcluwo.pl,0,1,1,0,0,0,0,0,0,0,1,0,0,0
85289,www.cherry.se,0,1,0,1,0,0,0,0,0,0,0,0,0,0
634734,gambling.org,0,0,0,1,0,0,0,0,1,0,0,0,0,0
839396,spiritrustlutheran.org,0,0,0,0,1,0,0,0,0,0,0,0,1,0
486621,twitter-art-new.blogspot.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365470,www.junge-kunst-trier.de,1,0,0,0,0,0,0,0,0,0,0,0,0,0
759691,www.btlg.us,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397017,www.mueritzschwimmen.de,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4846,www.pcbwork.net,0,1,1,0,0,0,0,0,0,0,1,0,0,0
927377,philoliste.online.fr,0,0,0,0,0,0,0,0,0,1,1,0,1,0
474950,www.howardstern.com,0,0,0,0,0,0,0,1,1,0,0,0,1,0
129602,www.sws.org.pl,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28105,www.dejabg.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314389,www.intradat.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
289554,www.nihon-trim.co.jp,0,1,0,0,1,1,0,0,0,0,0,1,0,0
874496,sportsdatabase.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248608,www.birra.it,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181250,www.medicusamicus.com,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9141,www.crup.com.cn,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125881,www.pidzamaporno.art.pl,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468275,topwebcomics.com,1,0,0,1,0,0,1,0,1,0,0,0,0,0
728634,www.hhmi.umbc.edu,0,0,0,0,1,0,0,0,0,0,1,0,0,0
695662,www.milleroutdoors.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
711025,www.srhe.ac.uk,0,0,0,0,0,0,0,0,0,1,1,0,1,0
676335,www.velocetoday.com,0,0,0,0,0,0,0,1,1,0,0,0,0,0
311102,www.whitecoast.ch,0,1,1,0,0,0,0,0,0,0,0,0,0,0
712127,freeplane.org,0,0,1,0,0,0,0,0,0,1,0,0,0,0
439024,www.agrarpresse-aol.de,0,1,0,0,0,0,0,1,0,0,0,0,0,0
362357,www.deine-physio.de,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151117,www.metaalketen.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
284709,www.hitomikankobus.co.jp,0,1,0,0,0,0,0,0,1,0,0,0,0,0
343054,www.rae-dsb.de,0,1,0,0,0,0,0,0,0,1,0,0,1,0
75884,www.nfm.no,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446089,www.blohmgmbh.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
865586,www.heartofohioemmaus.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0
473476,www.progrock.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0
595772,www.siphotography.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242878,www.aicto.it,0,0,0,0,1,0,0,0,0,0,0,0,0,0
336687,www.feuerflamme.de,0,0,1,0,0,0,0,0,1,0,0,0,1,0
160071,www.modelsandmore.nl,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100650,www.lenekall.dk,0,0,0,0,1,0,0,0,1,0,0,0,1,0
276092,saga.doyu.jp,0,1,0,0,0,0,0,0,0,0,0,0,0,0
845108,www.outpostcenters.org,0,1,0,0,0,0,0,0,0,0,0,0,1,0
520696,www.niedner.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
466416,www.mungbeing.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
749953,www.cbcvaldesenc.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
493215,radioads.homestead.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
684766,www.drmaritime.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
184479,nelepitsa.livejournal.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0
104872,www.leventlunaparkrides.com,0,1,0,0,0,0,1,0,1,0,0,1,0,0
420612,www.scope-and-focus.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355023,www.die-arche.de,0,0,0,0,1,0,1,0,0,0,0,0,1,0
528465,www.proproducts.com,0,1,0,0,0,1,0,0,0,0,1,1,0,0
794735,www.easyscript.com,0,0,1,0,0,0,0,0,0,1,0,1,0,0
658241,www.hypnobirthing.com,0,0,0,0,1,1,0,0,0,0,0,0,0,0
143404,twente.okkn.nl,0,0,0,0,0,0,0,0,0,0,0,0,1,0
663130,cooking.livejournal.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0
264472,www.hidaridaimonji.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
415482,www.maria-bildhausen.de,0,0,0,0,0,0,0,0,1,0,0,0,0,1
172647,smsc.ru,0,1,1,0,0,0,0,0,0,0,0,0,0,0
894494,barrioflamenco.free.fr,1,0,0,0,0,0,0,0,1,0,0,0,0,0
126466,camillos.edu.pl,1,0,0,0,0,0,0,0,0,0,0,0,0,0
437482,friedeberg-atd.de,0,1,0,0,0,1,0,0,1,0,0,1,0,0
779376,www.mybrain.co.uk,0,1,0,0,1,0,0,0,0,0,1,0,0,0
137129,www.fermolux.be,0,1,0,0,0,1,0,0,0,0,0,1,0,0
271991,www.bernina.com,1,1,0,0,0,1,0,0,0,0,0,1,0,0
523035,www.productions-plus.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45897,heverde.hu,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3120,www.stdu.edu.cn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
845728,www.witcheslore.com,1,0,0,0,0,0,0,0,1,0,0,0,1,0
53151,kolokvium.fa.cvut.cz,0,0,0,0,0,0,0,0,0,1,1,0,0,0
683802,www.mgaguru.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1
202083,www.inverforo.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24691,www.proged.ro,0,0,1,0,0,0,1,0,0,1,0,0,0,0
318560,www.tierbestatter-bundesverband.de,0,0,1,0,0,0,0,0,1,0,0,0,1,0
227114,www.meccanicanicoletti.com,0,1,1,0,0,0,0,0,0,0,1,0,0,0
933288,pfffirate.free.fr,1,0,1,0,0,0,0,0,0,0,0,0,0,0
79055,www.weblabbet.se,0,1,1,0,0,0,0,0,0,0,0,0,0,0
226959,www.mpssrl.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0
537486,costagroup.com.au,0,1,0,0,0,0,0,0,0,0,0,0,0,0
923121,oppq.qc.ca,0,0,0,0,1,0,0,0,0,1,0,0,1,0
811090,www.lil-inspirations.com,0,0,0,0,0,1,0,0,0,0,0,1,0,0
871129,www.racecarworld.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1
591929,ianr.unl.edu,0,0,0,0,0,0,0,0,0,0,1,0,0,0
636935,www.windowsgames.co.uk,0,0,1,1,0,0,0,0,0,0,0,0,0,0
599902,accucolor.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
258001,komehyo.jp,0,0,0,0,0,0,0,0,0,0,0,1,0,0
731866,www.specialolympics.ca,0,0,0,0,1,0,1,0,0,0,0,0,1,1
90613,www.toyota-viborg.dk,0,1,0,0,0,0,0,0,1,0,0,1,0,0
598238,www.guildcraftfurniture.com,0,1,0,0,0,1,0,0,0,0,0,1,0,0
215834,www.nuovaestrazione.it,0,0,0,0,0,0,0,0,0,1,1,0,0,0
122470,www.interkres.pl,0,1,0,0,0,1,0,0,0,0,0,0,0,0
111250,www.nku.edu.tr,0,0,0,0,0,0,1,0,0,1,1,0,0,0
658773,www.centerforderm.com,0,1,0,0,1,0,0,0,0,0,0,0,0,0
828570,www.mchapusa.com,0,1,0,0,0,0,0,0,0,0,0,0,1,0
128061,www.cyberbajt.pl,0,1,1,0,0,0,0,0,0,0,0,1,0,0
297307,www.lilia.or.jp,1,0,0,0,0,0,0,0,0,0,0,0,0,0
688547,aeppeltreow.com,0,0,0,0,0,0,0,0,1,0,0,1,0,0
866826,valleyviewbc.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
449952,www.steuerberater-kroll.de,0,1,0,0,0,0,0,0,0,0,0,0,0,0
678682,www.internationalwinecenter.com,0,1,0,0,0,0,0,0,1,0,0,0,0,0
260161,www.nishitoshi.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4296,www.gthr.com.cn,0,1,0,0,0,0,0,0,0,0,1,0,0,0
567890,www.pacificfurn.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1
854131,www.shreekarveernivasini.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
705572,www.untilyoufindme.com,0,0,0,0,0,1,0,0,1,0,0,0,1,0
727618,www.bme.arizona.edu,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1264,rael.org,0,0,0,0,0,0,0,0,0,0,1,0,1,0
603808,www.luxmfg.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0
230321,www.confindustria.marche.it,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111873,myo.karabuk.edu.tr,0,0,0,0,0,0,0,0,0,0,1,0,0,0
785931,www.bitesizebio.com,0,0,0,0,1,0,0,0,0,0,1,0,0,0
889085,www.racecir.com,0,0,0,0,0,0,0,1,1,0,0,0,0,1
458260,www.patentportal.eu,0,1,0,0,0,0,0,0,0,1,1,0,0,0
357593,www.hlm.at,0,0,0,0,1,0,0,0,0,0,0,0,0,0
523076,candacebrown.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0
249152,www.tropiland.it,0,0,0,0,0,0,0,0,1,0,0,0,0,0
730162,www.cped.uconn.edu,0,0,0,0,0,0,1,0,0,1,1,0,1,0
448089,www.hopsteiner.com,0,1,0,0,0,0,0,0,1,0,0,1,0,0
858289,www.brodelaw.com,0,1,0,0,1,0,0,0,0,0,0,0,1,0
93245,bedandbreakfast1.homestead.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0
486779,galeriebuchholz.de,1,0,0,0,0,0,0,0,0,0,0,0,0,0
258482,www.cycleplaza.com,0,0,0,0,0,0,0,0,1,0,0,1,0,1
72147,www.harviala.fi,0,1,0,0,0,0,0,0,0,0,0,0,0,0
275260,www.kajika.co.jp,0,1,0,0,0,0,0,0,0,0,0,1,0,0
390525,www.weingut-poth.de,0,1,0,0,0,0,0,0,1,0,0,1,0,0
499035,valentinemovie.warnerbros.com,1,0,0,1,0,0,1,0,1,0,0,0,0,0
927498,www.pyrotechnie.org,1,0,0,0,0,0,0,0,1,0,0,0,0,0
681461,radioenthusiast.blogspot.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0
484588,www.markella.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0
706214,www.aussieterrierclubqld.com,0,0,0,0,0,1,0,0,1,0,0,0,0,1
170322,www.electroizol.ru,0,1,0,0,0,0,0,0,0,0,0,1,0,0
457541,www.marioblume.net,0,1,0,0,0,0,0,0,1,0,0,0,0,0
198318,yoshinkan.ru,0,0,0,0,0,0,0,0,1,0,0,0,1,1
60245,www.clubtura.org,1,0,0,0,0,0,0,0,1,0,0,0,0,0
265922,www.tccgolf.com,0,0,0,1,0,0,0,0,1,0,0,0,0,1
804061,www.confederatetreasury.com,0,1,0,0,0,0,0,0,1,1,0,0,0,0
25148,www.hainedecopii.ro,0,0,0,0,0,0,1,0,0,0,0,1,0,0
207172,eubd1.ugr.es,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105042,www.olgunlar.com.tr,0,1,0,0,0,0,0,0,0,0,1,0,0,0
631769,www.esurveyspro.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
382924,www.duelfershof.de,0,0,0,0,0,1,0,0,1,0,0,0,0,0
659614,www.ksbhospital.com,0,1,0,0,1,0,0,0,0,0,0,0,0,0
911484,www.flyffworld.fr,0,0,0,1,0,0,1,0,1,0,0,0,0,0
442943,www.noecon.de,0,1,1,0,0,0,0,0,0,0,0,0,0,0
903947,www.concoursmania.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224958,www.vivaicapitanio.it,0,0,0,0,0,0,0,0,1,0,0,1,0,0
177411,aviamodelka.ru,0,0,1,0,0,0,0,0,1,0,1,1,0,0
56462,www.cesky-fousek.cz,0,0,0,0,0,0,0,0,1,0,0,0,0,1
349258,www.atempraxis-eitel.de,0,0,0,0,1,0,0,0,1,0,0,0,0,0
290290,www.jln.or.jp,0,1,1,0,0,0,0,0,0,0,0,0,0,0
168262,promosite.ru,0,1,1,0,0,0,0,0,0,0,0,0,0,0
880771,www.rosewoodarabians.com,0,1,0,0,0,0,0,0,1,0,0,0,0,0
255197,www.otomigaki.com,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45131,cgr.hu,0,1,1,0,0,0,0,0,0,0,0,0,0,0
729719,chemistry.rice.edu,0,0,0,0,0,0,0,0,0,0,1,0,0,0
217185,www.feafrullo.it,0,1,0,0,0,0,0,0,0,0,1,0,0,0
830902,rantweb.proboards.com,0,0,0,0,0,1,0,1,0,0,0,0,1,0
293279,sylvaniaave.web.fc2.com,0,0,0,0,0,0,0,0,1,1,0,1,0,0
871675,www.awsc.net,0,0,1,0,0,0,0,0,0,0,0,0,0,0
388799,www.cadywear.de,0,1,0,0,0,1,0,0,1,0,0,1,0,0
751918,www.whatcomclubs.org,0,0,0,0,0,0,1,0,1,0,0,0,1,0
823382,www.slot32.co.uk,0,0,0,1,0,0,0,0,0,0,0,0,0,0
748192,www.trinitysleepyeye.org,0,0,0,0,0,0,1,0,0,0,0,0,1,0
107865,www.bil-mak.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
667976,www.rsf.org,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47533,www.levneknihy.cz,1,1,0,0,0,0,1,0,0,0,0,1,0,0
240827,www.omceo.cl.it,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11658,www.tisco.co.th,0,1,0,0,0,0,0,0,0,0,0,0,0,0
770731,www.gpts.edu,0,0,0,0,0,0,0,0,0,1,0,0,1,0
632861,www.mx-system.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446481,www.wolfgangweber-waermetauscher.de,0,1,0,0,0,0,0,0,0,0,0,0,0,0
308220,www.druckerchannel.de,0,1,1,0,0,0,0,1,0,0,0,0,0,0
794273,sacredartgallery.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
490309,www.matthewfries.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0
715633,ubs.puchd.ac.in,0,1,0,0,0,0,0,0,0,1,1,0,0,1
614477,acme.cat-v.org,0,0,1,0,0,0,0,0,0,0,0,0,0,0
741714,www.wjbeswetherick.co.uk,0,1,0,0,0,0,0,0,0,0,0,0,1,0
891400,www.bethanysoccercamps.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
737456,www.maryspence.org,0,1,0,0,0,0,0,0,0,0,0,0,1,0
405724,winningmoves.de,0,0,0,1,0,0,0,0,0,0,0,1,0,0
243629,www.agricolturabiodinamica.it,0,1,0,0,0,0,0,0,1,0,1,0,1,0
240888,www.tribunale.treviso.it,0,1,0,0,0,0,0,1,0,1,0,0,1,0
225410,www.icomitalia.it,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10850,caodaism.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0
247892,www.butchers.it,0,0,0,0,0,1,0,0,1,0,0,0,0,0
748855,www.mctrack.org,0,0,0,0,0,0,0,0,0,0,0,0,0,1
635739,www.yahtzeeonline.org,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244440,www.laogai.it,0,0,0,0,0,0,0,0,1,0,0,0,1,0
483361,www.canadianstaffband.ca,1,0,0,0,0,0,0,0,1,0,0,0,1,0
174951,www.mirey.su,0,1,0,0,0,0,0,0,0,0,0,1,0,0
484290,www.di.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914592,schillig.free.fr,0,0,0,0,0,0,0,0,1,0,0,0,0,0
635877,www.betcalc.com,0,0,0,1,0,0,0,0,1,0,0,0,0,1
500140,www.baesystems.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0
425946,www.textilmacher.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
449580,www.plukas.de,0,1,0,0,0,0,0,0,0,0,0,0,0,0
801202,www.seriousjuggling.com,1,0,0,0,0,0,1,0,1,0,0,1,0,1
655574,www.allocca.com,0,1,0,0,1,0,0,0,0,0,0,0,0,0
886427,www.midwestkarate.com,0,0,0,0,1,0,1,0,1,0,0,0,0,1
44386,www.nrc.hu,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12755,www.radiationsafe.or.kr,0,0,0,0,1,0,0,0,0,1,1,0,0,0
365361,www.museumoskarreinhart.ch,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38910,www.pc.sk,0,0,1,0,0,0,0,0,0,0,0,0,0,0
861330,www.cbusu.ca,0,0,0,0,0,0,1,0,0,0,0,0,1,0
359849,www.hebrech.de,0,1,1,0,1,0,0,0,0,0,0,0,0,0
542395,www.industrial-powertrain.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78566,www.porsgrunnkarate.com,0,0,0,0,0,0,1,0,1,0,0,0,0,1
880473,www.bowltexarkana.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0
466637,www.toazted.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
531019,www.efcoforms.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
897911,marauders.online.fr,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2237,www.jrt365.com,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19187,www.michalrocheli.com,1,1,0,0,0,0,0,0,0,0,0,1,0,0
644775,www.mmsn.org.np,0,0,0,0,0,0,0,1,0,0,0,0,0,0
570904,www.worldwiderefrigeration.com,0,1,0,0,0,1,0,0,0,0,0,1,0,0
567729,www.lcdarms.com,0,1,0,0,1,0,0,0,0,0,0,1,0,0
431428,www.nagl-elektronik.at,0,1,1,0,0,0,0,0,0,0,1,0,0,0
324992,www.dglz.de,0,0,0,0,0,0,0,0,1,0,1,0,0,0
385971,www.topspin.ch,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26870,www.parohia-hamburg.de,0,0,0,0,0,0,0,0,0,0,0,0,1,0
913214,www.noelleperna.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0
696732,www.utahmotorcycletraining.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
651355,www.lienanimal.com,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722682,www.societies.cam.ac.uk,0,0,0,0,0,0,1,0,1,1,1,0,1,0
666253,daylily.shannan.f-m.fm,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558419,beeaudio.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105605,www.saygilimakina.com.tr,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434169,www.eron-med.de,0,1,0,0,0,1,0,0,0,0,0,1,0,0
333626,www.zweig-krefeld.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925651,www.aste.asso.fr,0,0,0,0,0,0,0,0,0,0,0,0,1,0
628572,www.paperthin.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
609492,www.netfunny.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0
230446,www.antinori.it,0,1,0,0,0,0,0,0,1,0,0,1,0,0
839518,www.ibfan.org,0,0,0,0,1,0,1,0,0,0,0,0,1,0
584818,www.tea.se,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367576,musik-aus-der-werbung.de,1,0,0,0,0,0,0,0,0,0,0,0,0,0
923723,deploie-tes-ailes.org,0,0,0,0,1,0,0,0,0,0,0,0,1,0
280191,www.jfe-steel.co.jp,0,1,0,0,0,0,0,0,0,0,1,0,0,0
727658,www.optics.arizona.edu,0,0,0,0,0,0,0,0,0,0,1,0,1,0
601598,www.marshvideo.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290346,www.kanko-bus.or.jp,0,1,0,0,0,0,0,0,1,0,0,0,0,0
361671,www.ergotherapie-dannstadt.de,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136644,www.broodoven.com,0,0,0,0,0,1,0,0,1,0,0,1,0,0
282882,tyuzou.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
799865,www.equimeasure.com,0,0,0,0,0,0,0,0,1,0,0,1,0,1
700915,www.scubaedu.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
336993,www.pd-g.de,0,1,0,0,0,0,0,0,0,0,0,0,1,0
104708,www.otiholding.com,0,1,0,0,0,0,0,0,1,0,0,0,0,0
152488,www.kbcmale.be,0,0,0,0,0,0,0,0,1,0,0,0,0,1
525876,www.allied.com,0,1,0,0,0,1,0,0,0,0,0,1,0,0
845128,lightoflife-india.com,0,0,0,1,0,0,0,0,1,0,0,0,0,0
411883,www.judokreis-breisgau.de,0,0,0,0,0,0,0,0,1,0,0,0,0,1
923042,www.brazelton.ch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806828,kellyskrafts.tripod.com,1,0,0,0,0,1,0,0,1,0,0,1,0,0
524775,www.mtmmedical.com,0,1,0,0,1,0,0,0,0,0,1,0,0,0
220641,www.boccassinieassociati.it,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534944,www.visa.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
885421,www.sonoradunes.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
208439,www.valenciaport.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242283,www.musme.padova.it,0,0,0,0,1,0,0,0,0,0,1,0,0,0
713995,www.charactereducation.com,0,0,0,0,0,0,1,0,1,1,0,0,1,0
55753,www.chocen-litomysl.cz,0,0,0,0,0,0,0,0,1,0,0,0,0,0
449985,www.stbschunke.de,0,1,0,0,0,0,0,0,0,0,0,0,0,0
777248,www.ehssoftserve.com,0,1,1,0,0,0,0,0,0,1,1,0,0,0
528778,www.madeen.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0
827475,www.theinnbetween.org,0,0,0,0,0,1,0,0,0,0,0,0,1,0
491479,www.lydiakavina.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0
629317,www.simulationexams.com,0,1,1,0,0,0,0,0,0,1,0,0,0,0
853765,nagoya.20m.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594098,www.tinsleypi.com,0,1,0,0,0,0,0,0,0,0,0,0,1,0
609218,www.telcoma.it,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297675,www.fukui-pta.jp,0,0,0,0,0,0,1,0,1,0,0,0,1,0
806059,www.proporta.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0
331634,unser-planet-erde.de,0,0,0,0,0,0,0,0,0,0,1,0,0,0
484795,www.theobt.org,1,0,0,1,0,0,0,0,0,0,0,0,1,0
932215,www.rockn-jump-adventure.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
295410,www.yakuzenro.jp,0,0,0,0,1,0,0,0,0,0,0,0,0,0
696678,www.southerncruisersniagara.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
922586,www.noel-colmar.com,0,0,0,0,0,1,1,0,1,0,0,1,0,0
213568,www.epengadget.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
840650,www.centuryconsulting.net,0,1,0,0,0,0,0,0,0,0,0,0,0,0
713156,www.sut.ac.ir,0,0,0,0,0,0,0,0,0,1,1,0,0,0
908512,www.tecatlant.fr,0,1,1,0,0,0,0,0,0,0,1,0,0,0
916907,www.1jardin2plantes.info,0,0,0,0,0,1,0,0,1,0,0,0,0,0
338620,www.gedenkstaette-ploetzensee.de,0,0,0,0,0,0,0,0,1,1,0,0,1,0
873552,www.footballdatabase.eu,0,0,0,0,0,0,0,0,1,0,0,0,0,1
644609,www.emedhome.com,0,0,0,0,1,0,0,0,0,1,0,0,0,0
164390,www.opel.ru,0,1,0,0,0,0,0,0,1,0,0,1,0,0
321044,www.endebrock.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87014,www.decor.dk,0,1,1,0,0,0,0,0,0,0,0,0,0,0
509625,www.pikzern.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
474282,www.johnchoy.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
590376,www.toika.com,1,0,0,0,0,1,0,0,0,0,0,1,0,0
160996,www.leonidas.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
713570,www.masterstudies.com,0,1,0,0,0,0,0,0,0,1,0,0,0,0
613115,redgoose.ca,0,1,0,0,0,0,0,0,0,0,0,1,0,0
765786,www.immigrationlawyerseattle.com,0,1,0,0,0,0,0,0,0,0,0,0,1,0
360080,www.zahnarzt-kempten.de,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762923,www.portsraceway.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
359314,www.vogelsaenger.org,1,1,0,0,1,0,0,0,0,0,0,0,1,0
384196,www.poolprofi.ch,0,1,0,0,0,1,0,0,1,0,0,0,0,0
482140,www.jsebestyen.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257264,tattooingsue.iinaa.net,1,0,0,0,1,0,0,0,0,0,0,0,1,0
38653,kitchentrade.sk,0,0,0,0,0,1,0,0,0,0,0,1,0,0
139149,pf.nl,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306603,www.computerservice-seth.de,0,1,1,0,0,0,0,0,0,0,0,0,0,0
434521,www.vladi-private-islands.de,0,1,0,0,0,0,0,0,1,0,0,0,0,0
225457,www.gcoppolino.it,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128406,www.if.uj.edu.pl,0,0,0,0,0,0,0,0,0,0,1,0,0,0
897152,www.falstrault.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286472,www.nakanobussan.co.jp,0,1,0,0,0,0,0,0,0,0,0,1,0,0
63769,www.caldea.com,0,0,0,0,1,0,1,0,1,0,0,0,0,0
77184,www.rammebransjeforbundet.no,1,0,0,0,0,0,0,0,0,0,0,1,0,0
676607,tiger1.info,0,0,0,0,0,0,0,0,1,1,1,0,1,0
113981,www.volkantayfur.com.tr,0,0,0,0,1,0,0,0,0,0,0,0,0,0
519928,www.nationalfranchise.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
883687,www.padistrict17.org,0,0,0,0,0,0,0,1,0,0,0,0,1,0
55352,www.p-centrum.cz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631753,www.apache-gui.com,0,0,1,0,0,0,0,0,0,1,0,0,0,0
180423,biot.su,0,1,0,0,0,0,0,0,0,1,0,0,1,0
523972,www.minhsiang.com.tw,0,1,0,0,0,0,0,0,0,0,0,1,0,0
255482,www.ysbc.jp,1,0,0,0,0,0,1,0,0,0,0,0,0,1
845932,theisla.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0
378263,www.karnevalthueringen.de,0,0,0,0,0,0,0,0,1,0,0,0,1,0
